State,District,Year,Crop,Season,Yield
Karnataka,Kodagu,2020 - 2021,Other Kharif pulses,Kharif,0.17
Karnataka,Kolar,2010 - 2011,Other Kharif pulses,Kharif,1.32
Karnataka,Kolar,2011 - 2012,Other Kharif pulses,Kharif,2.26
Karnataka,Kolar,2012 - 2013,Other Kharif pulses,Kharif,2.99
Karnataka,Kolar,2013 - 2014,Other Kharif pulses,Kharif,0.74
Karnataka,Kolar,2014 - 2015,Other Kharif pulses,Kharif,1.42
Karnataka,Kolar,2015 - 2016,Other Kharif pulses,Kharif,2.18
Karnataka,Kolar,2016 - 2017,Other Kharif pulses,Kharif,0.28
Karnataka,Kolar,2017 - 2018,Other Kharif pulses,Kharif,2.03
Karnataka,Kolar,2018 - 2019,Other Kharif pulses,Kharif,0.62
Karnataka,Kolar,2019 - 2020,Other Kharif pulses,Kharif,1.04
Karnataka,Kolar,2020 - 2021,Other Kharif pulses,Kharif,1.18
Karnataka,Koppal,2010 - 2011,Other Kharif pulses,Kharif,0.35
Karnataka,Koppal,2011 - 2012,Other Kharif pulses,Kharif,0.31
Karnataka,Koppal,2012 - 2013,Other Kharif pulses,Kharif,0.45
Karnataka,Koppal,2013 - 2014,Other Kharif pulses,Kharif,0.41
Karnataka,Koppal,2014 - 2015,Other Kharif pulses,Kharif,0.25
Karnataka,Koppal,2015 - 2016,Other Kharif pulses,Kharif,0.72
Karnataka,Koppal,2016 - 2017,Other Kharif pulses,Kharif,0.33
Karnataka,Koppal,2017 - 2018,Other Kharif pulses,Kharif,0.55
Karnataka,Koppal,2018 - 2019,Other Kharif pulses,Kharif,0.36
Karnataka,Koppal,2019 - 2020,Other Kharif pulses,Kharif,0.48
Karnataka,Koppal,2020 - 2021,Other Kharif pulses,Kharif,0.82
Karnataka,Mandya,2010 - 2011,Other Kharif pulses,Kharif,0.5
Karnataka,Mandya,2011 - 2012,Other Kharif pulses,Kharif,0.77
Karnataka,Mandya,2012 - 2013,Other Kharif pulses,Kharif,0.58
Karnataka,Mandya,2013 - 2014,Other Kharif pulses,Kharif,0.6
Karnataka,Mandya,2014 - 2015,Other Kharif pulses,Kharif,0.67
Karnataka,Mandya,2015 - 2016,Other Kharif pulses,Kharif,0.6
Karnataka,Mandya,2016 - 2017,Other Kharif pulses,Kharif,0.38
Karnataka,Mandya,2017 - 2018,Other Kharif pulses,Kharif,0.38
Karnataka,Mandya,2018 - 2019,Other Kharif pulses,Kharif,0.62
Karnataka,Mandya,2019 - 2020,Other Kharif pulses,Kharif,1.03
Karnataka,Mandya,2020 - 2021,Other Kharif pulses,Kharif,0.49
Karnataka,Mysore,2010 - 2011,Other Kharif pulses,Kharif,0.54
Karnataka,Mysore,2011 - 2012,Other Kharif pulses,Kharif,0.55
Karnataka,Mysore,2012 - 2013,Other Kharif pulses,Kharif,0.42
Karnataka,Mysore,2013 - 2014,Other Kharif pulses,Kharif,0.49
Karnataka,Mysore,2014 - 2015,Other Kharif pulses,Kharif,0.53
Karnataka,Mysore,2015 - 2016,Other Kharif pulses,Kharif,1.37
Karnataka,Mysore,2016 - 2017,Other Kharif pulses,Kharif,0.29
Karnataka,Mysore,2017 - 2018,Other Kharif pulses,Kharif,0.67
Karnataka,Mysore,2018 - 2019,Other Kharif pulses,Kharif,0.62
Karnataka,Mysore,2019 - 2020,Other Kharif pulses,Kharif,0.59
Karnataka,Mysore,2020 - 2021,Other Kharif pulses,Kharif,0.69
Karnataka,Raichur,2010 - 2011,Other Kharif pulses,Kharif,0.43
Karnataka,Raichur,2011 - 2012,Other Kharif pulses,Kharif,0.5
Karnataka,Raichur,2012 - 2013,Other Kharif pulses,Kharif,0.26
Karnataka,Raichur,2018 - 2019,Other Kharif pulses,Kharif,0.8
Karnataka,Raichur,2019 - 2020,Other Kharif pulses,Kharif,0.74
Karnataka,Raichur,2020 - 2021,Other Kharif pulses,Kharif,0.83
Karnataka,Ramanagara,2010 - 2011,Other Kharif pulses,Kharif,0.73
Karnataka,Ramanagara,2011 - 2012,Other Kharif pulses,Kharif,1.44
Karnataka,Ramanagara,2012 - 2013,Other Kharif pulses,Kharif,0.84
Karnataka,Ramanagara,2013 - 2014,Other Kharif pulses,Kharif,1.04
Karnataka,Ramanagara,2014 - 2015,Other Kharif pulses,Kharif,1.41
Karnataka,Ramanagara,2015 - 2016,Other Kharif pulses,Kharif,2.4
Karnataka,Ramanagara,2016 - 2017,Other Kharif pulses,Kharif,0.94
Karnataka,Ramanagara,2017 - 2018,Other Kharif pulses,Kharif,1.06
Karnataka,Ramanagara,2018 - 2019,Other Kharif pulses,Kharif,0.68
Karnataka,Ramanagara,2019 - 2020,Other Kharif pulses,Kharif,1.05
Karnataka,Ramanagara,2020 - 2021,Other Kharif pulses,Kharif,0.92
Karnataka,Shimoga,2010 - 2011,Other Kharif pulses,Kharif,0.9
Karnataka,Shimoga,2011 - 2012,Other Kharif pulses,Kharif,1.06
Karnataka,Shimoga,2012 - 2013,Other Kharif pulses,Kharif,1.0
Karnataka,Shimoga,2013 - 2014,Other Kharif pulses,Kharif,0.75
Karnataka,Shimoga,2014 - 2015,Other Kharif pulses,Kharif,0.86
Karnataka,Shimoga,2015 - 2016,Other Kharif pulses,Kharif,1.37
Karnataka,Shimoga,2016 - 2017,Other Kharif pulses,Kharif,0.39
Karnataka,Shimoga,2017 - 2018,Other Kharif pulses,Kharif,1.0
Karnataka,Shimoga,2018 - 2019,Other Kharif pulses,Kharif,0.68
Karnataka,Shimoga,2019 - 2020,Other Kharif pulses,Kharif,0.79
Karnataka,Shimoga,2020 - 2021,Other Kharif pulses,Kharif,0.79
Karnataka,Tumkur,2010 - 2011,Other Kharif pulses,Kharif,0.89
Karnataka,Tumkur,2011 - 2012,Other Kharif pulses,Kharif,0.89
Karnataka,Tumkur,2012 - 2013,Other Kharif pulses,Kharif,0.57
Karnataka,Tumkur,2013 - 2014,Other Kharif pulses,Kharif,0.59
Karnataka,Tumkur,2014 - 2015,Other Kharif pulses,Kharif,0.53
Karnataka,Tumkur,2015 - 2016,Other Kharif pulses,Kharif,0.56
Karnataka,Tumkur,2016 - 2017,Other Kharif pulses,Kharif,0.1
Karnataka,Tumkur,2017 - 2018,Other Kharif pulses,Kharif,0.45
Karnataka,Tumkur,2018 - 2019,Other Kharif pulses,Kharif,0.62
Karnataka,Tumkur,2019 - 2020,Other Kharif pulses,Kharif,0.82
Karnataka,Tumkur,2020 - 2021,Other Kharif pulses,Kharif,0.82
Karnataka,Udupi,2018 - 2019,Other Kharif pulses,Kharif,1.0
Karnataka,Udupi,2019 - 2020,Other Kharif pulses,Kharif,0.8
Karnataka,Udupi,2020 - 2021,Other Kharif pulses,Kharif,1.0
Karnataka,kannad,2010 - 2011,Other Kharif pulses,Kharif,0.33
Karnataka,kannad,2018 - 2019,Other Kharif pulses,Kharif,0.9
Karnataka,kannad,2019 - 2020,Other Kharif pulses,Kharif,0.75
Karnataka,kannad,2020 - 2021,Other Kharif pulses,Kharif,0.67
Karnataka,Yadgir,2010 - 2011,Other Kharif pulses,Kharif,0.25
Karnataka,Yadgir,2011 - 2012,Other Kharif pulses,Kharif,1.1
Karnataka,Yadgir,2012 - 2013,Other Kharif pulses,Kharif,0.84
Karnataka,Yadgir,2013 - 2014,Other Kharif pulses,Kharif,0.8
Karnataka,Yadgir,2014 - 2015,Other Kharif pulses,Kharif,0.35
Karnataka,Yadgir,2015 - 2016,Other Kharif pulses,Kharif,0.29
Karnataka,Yadgir,2016 - 2017,Other Kharif pulses,Kharif,0.35
Karnataka,Yadgir,2017 - 2018,Other Kharif pulses,Kharif,1.0
Karnataka,Yadgir,2018 - 2019,Other Kharif pulses,Kharif,0.87
Karnataka,Yadgir,2019 - 2020,Other Kharif pulses,Kharif,1.2
Karnataka,Yadgir,2020 - 2021,Other Kharif pulses,Kharif,0.8
Karnataka,Bagalkot,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,rural,2010 - 2011,Rapeseed &Mustard,Rabi,0.36
Karnataka,rural,2011 - 2012,Rapeseed &Mustard,Rabi,0.39
Karnataka,Belgaum,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Belgaum,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Bellary,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,urban,2010 - 2011,Rapeseed &Mustard,Rabi,0.35
Karnataka,urban,2011 - 2012,Rapeseed &Mustard,Rabi,0.4
Karnataka,Bidar,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Bidar,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Chamarajanagar,2011 - 2012,Rapeseed &Mustard,Rabi,0.33
Karnataka,Chikballapur,2010 - 2011,Rapeseed &Mustard,Rabi,0.18
Karnataka,Chikballapur,2011 - 2012,Rapeseed &Mustard,Rabi,0.24
Karnataka,Chikmagalur,2010 - 2011,Rapeseed &Mustard,Rabi,0.34
Karnataka,Chikmagalur,2011 - 2012,Rapeseed &Mustard,Rabi,0.28
Karnataka,Chitradurga,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Chitradurga,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Davangere,2010 - 2011,Rapeseed &Mustard,Rabi,0.31
Karnataka,Davangere,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Dharwad,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Dharwad,2011 - 2012,Rapeseed &Mustard,Rabi,0.27
Karnataka,Gadag,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Gadag,2011 - 2012,Rapeseed &Mustard,Rabi,0.28
Karnataka,Gulbarga,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Gulbarga,2011 - 2012,Rapeseed &Mustard,Rabi,0.33
Karnataka,Hassan,2010 - 2011,Rapeseed &Mustard,Rabi,0.34
Karnataka,Hassan,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Haveri,2010 - 2011,Rapeseed &Mustard,Rabi,0.32
Karnataka,Haveri,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Kolar,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Kolar,2011 - 2012,Rapeseed &Mustard,Rabi,0.29
Karnataka,Ramanagara,2010 - 2011,Rapeseed &Mustard,Rabi,0.45
Karnataka,Ramanagara,2011 - 2012,Rapeseed &Mustard,Rabi,0.25
Karnataka,Shimoga,2010 - 2011,Rapeseed &Mustard,Rabi,0.33
Karnataka,Shimoga,2011 - 2012,Rapeseed &Mustard,Rabi,0.33
Karnataka,Tumkur,2010 - 2011,Rapeseed &Mustard,Rabi,0.21
Karnataka,Tumkur,2011 - 2012,Rapeseed &Mustard,Rabi,0.2
Karnataka,Yadgir,2011 - 2012,Rapeseed &Mustard,Rabi,0.28
Karnataka,Bagalkot,2020 - 2021,Rapeseed &Mustard,Kharif,0.25
Karnataka,rural,2012 - 2013,Rapeseed &Mustard,Kharif,0.39
Karnataka,rural,2013 - 2014,Rapeseed &Mustard,Kharif,0.41
Karnataka,rural,2014 - 2015,Rapeseed &Mustard,Kharif,0.17
Karnataka,rural,2015 - 2016,Rapeseed &Mustard,Kharif,0.2
Karnataka,rural,2016 - 2017,Rapeseed &Mustard,Kharif,0.16
Karnataka,rural,2017 - 2018,Rapeseed &Mustard,Kharif,0.14
Karnataka,rural,2019 - 2020,Rapeseed &Mustard,Kharif,0.25
Karnataka,rural,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Belgaum,2013 - 2014,Rapeseed &Mustard,Kharif,0.33
Karnataka,Belgaum,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Belgaum,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,Belgaum,2016 - 2017,Rapeseed &Mustard,Kharif,0.22
Karnataka,Belgaum,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Belgaum,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Belgaum,2019 - 2020,Rapeseed &Mustard,Kharif,0.24
Karnataka,Belgaum,2020 - 2021,Rapeseed &Mustard,Kharif,0.2
Karnataka,Bellary,2013 - 2014,Rapeseed &Mustard,Kharif,0.5
Karnataka,Bellary,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Bellary,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Bellary,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Bellary,2019 - 2020,Rapeseed &Mustard,Kharif,0.2
Karnataka,Bellary,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,urban,2012 - 2013,Rapeseed &Mustard,Kharif,0.4
Karnataka,urban,2013 - 2014,Rapeseed &Mustard,Kharif,0.45
Karnataka,urban,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,urban,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,urban,2016 - 2017,Rapeseed &Mustard,Kharif,0.21
Karnataka,urban,2017 - 2018,Rapeseed &Mustard,Kharif,0.18
Karnataka,urban,2019 - 2020,Rapeseed &Mustard,Kharif,0.24
Karnataka,urban,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Bidar,2013 - 2014,Rapeseed &Mustard,Kharif,0.28
Karnataka,Bidar,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Bidar,2015 - 2016,Rapeseed &Mustard,Kharif,0.2
Karnataka,Bidar,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Bidar,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Bidar,2018 - 2019,Rapeseed &Mustard,Kharif,0.19
Karnataka,Bidar,2019 - 2020,Rapeseed &Mustard,Kharif,0.33
Karnataka,Bidar,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Bijapur,2019 - 2020,Rapeseed &Mustard,Kharif,0.33
Karnataka,Bijapur,2020 - 2021,Rapeseed &Mustard,Kharif,0.33
Karnataka,Chikballapur,2012 - 2013,Rapeseed &Mustard,Kharif,0.24
Karnataka,Chikballapur,2013 - 2014,Rapeseed &Mustard,Kharif,0.33
Karnataka,Chikballapur,2014 - 2015,Rapeseed &Mustard,Kharif,0.23
Karnataka,Chikballapur,2015 - 2016,Rapeseed &Mustard,Kharif,0.3
Karnataka,Chikballapur,2016 - 2017,Rapeseed &Mustard,Kharif,0.23
Karnataka,Chikballapur,2017 - 2018,Rapeseed &Mustard,Kharif,0.23
Karnataka,Chikballapur,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Chikballapur,2019 - 2020,Rapeseed &Mustard,Kharif,0.29
Karnataka,Chikballapur,2020 - 2021,Rapeseed &Mustard,Kharif,0.25
Karnataka,Chikmagalur,2012 - 2013,Rapeseed &Mustard,Kharif,0.32
Karnataka,Chikmagalur,2013 - 2014,Rapeseed &Mustard,Kharif,0.33
Karnataka,Chikmagalur,2014 - 2015,Rapeseed &Mustard,Kharif,0.21
Karnataka,Chikmagalur,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,Chikmagalur,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Chikmagalur,2017 - 2018,Rapeseed &Mustard,Kharif,0.15
Karnataka,Chitradurga,2012 - 2013,Rapeseed &Mustard,Kharif,0.29
Karnataka,Chitradurga,2013 - 2014,Rapeseed &Mustard,Kharif,0.33
Karnataka,Chitradurga,2014 - 2015,Rapeseed &Mustard,Kharif,0.18
Karnataka,Chitradurga,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,Chitradurga,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Davangere,2012 - 2013,Rapeseed &Mustard,Kharif,0.2
Karnataka,Davangere,2013 - 2014,Rapeseed &Mustard,Kharif,0.29
Karnataka,Davangere,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Davangere,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,Davangere,2016 - 2017,Rapeseed &Mustard,Kharif,0.2
Karnataka,Davangere,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Dharwad,2014 - 2015,Rapeseed &Mustard,Kharif,0.25
Karnataka,Dharwad,2016 - 2017,Rapeseed &Mustard,Kharif,0.22
Karnataka,Dharwad,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Gadag,2012 - 2013,Rapeseed &Mustard,Kharif,0.33
Karnataka,Gadag,2013 - 2014,Rapeseed &Mustard,Kharif,0.28
Karnataka,Gadag,2014 - 2015,Rapeseed &Mustard,Kharif,0.23
Karnataka,Gadag,2015 - 2016,Rapeseed &Mustard,Kharif,0.24
Karnataka,Gadag,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Gadag,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Gadag,2019 - 2020,Rapeseed &Mustard,Kharif,0.33
Karnataka,Gulbarga,2013 - 2014,Rapeseed &Mustard,Kharif,0.25
Karnataka,Gulbarga,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Hassan,2012 - 2013,Rapeseed &Mustard,Kharif,0.3
Karnataka,Hassan,2013 - 2014,Rapeseed &Mustard,Kharif,0.12
Karnataka,Hassan,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Hassan,2015 - 2016,Rapeseed &Mustard,Kharif,0.22
Karnataka,Hassan,2016 - 2017,Rapeseed &Mustard,Kharif,0.14
Karnataka,Hassan,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Hassan,2018 - 2019,Rapeseed &Mustard,Kharif,0.14
Karnataka,Hassan,2020 - 2021,Rapeseed &Mustard,Kharif,0.25
Karnataka,Haveri,2012 - 2013,Rapeseed &Mustard,Kharif,0.31
Karnataka,Haveri,2013 - 2014,Rapeseed &Mustard,Kharif,0.28
Karnataka,Haveri,2015 - 2016,Rapeseed &Mustard,Kharif,0.18
Karnataka,Haveri,2016 - 2017,Rapeseed &Mustard,Kharif,0.33
Karnataka,Haveri,2017 - 2018,Rapeseed &Mustard,Kharif,0.22
Karnataka,Haveri,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Haveri,2019 - 2020,Rapeseed &Mustard,Kharif,0.2
Karnataka,Kolar,2012 - 2013,Rapeseed &Mustard,Kharif,0.29
Karnataka,Kolar,2013 - 2014,Rapeseed &Mustard,Kharif,0.29
Karnataka,Kolar,2014 - 2015,Rapeseed &Mustard,Kharif,0.22
Karnataka,Kolar,2015 - 2016,Rapeseed &Mustard,Kharif,0.17
Karnataka,Kolar,2016 - 2017,Rapeseed &Mustard,Kharif,0.15
Karnataka,Kolar,2017 - 2018,Rapeseed &Mustard,Kharif,0.22
Karnataka,Kolar,2018 - 2019,Rapeseed &Mustard,Kharif,0.17
Karnataka,Kolar,2019 - 2020,Rapeseed &Mustard,Kharif,0.25
Karnataka,Kolar,2020 - 2021,Rapeseed &Mustard,Kharif,0.25
Karnataka,Koppal,2017 - 2018,Rapeseed &Mustard,Kharif,0.17
Karnataka,Koppal,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Koppal,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Mandya,2018 - 2019,Rapeseed &Mustard,Kharif,0.25
Karnataka,Raichur,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Raichur,2019 - 2020,Rapeseed &Mustard,Kharif,0.22
Karnataka,Raichur,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Ramanagara,2012 - 2013,Rapeseed &Mustard,Kharif,0.25
Karnataka,Ramanagara,2013 - 2014,Rapeseed &Mustard,Kharif,0.24
Karnataka,Ramanagara,2014 - 2015,Rapeseed &Mustard,Kharif,0.26
Karnataka,Ramanagara,2015 - 2016,Rapeseed &Mustard,Kharif,0.21
Karnataka,Ramanagara,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Ramanagara,2017 - 2018,Rapeseed &Mustard,Kharif,0.11
Karnataka,Ramanagara,2020 - 2021,Rapeseed &Mustard,Kharif,0.33
Karnataka,Shimoga,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Tumkur,2012 - 2013,Rapeseed &Mustard,Kharif,0.21
Karnataka,Tumkur,2013 - 2014,Rapeseed &Mustard,Kharif,0.16
Karnataka,Tumkur,2014 - 2015,Rapeseed &Mustard,Kharif,0.2
Karnataka,Tumkur,2015 - 2016,Rapeseed &Mustard,Kharif,0.2
Karnataka,Tumkur,2016 - 2017,Rapeseed &Mustard,Kharif,0.18
Karnataka,Tumkur,2017 - 2018,Rapeseed &Mustard,Kharif,0.16
Karnataka,Tumkur,2018 - 2019,Rapeseed &Mustard,Kharif,0.2
Karnataka,Tumkur,2019 - 2020,Rapeseed &Mustard,Kharif,0.29
Karnataka,Tumkur,2020 - 2021,Rapeseed &Mustard,Kharif,0.21
Karnataka,Yadgir,2018 - 2019,Rapeseed &Mustard,Kharif,0.19
Karnataka,Yadgir,2020 - 2021,Rapeseed &Mustard,Kharif,0.25
Karnataka,Bagalkot,2010 - 2011,Rice,Kharif,3.21
Karnataka,Bagalkot,2011 - 2012,Rice,Kharif,3.22
Karnataka,Bagalkot,2012 - 2013,Rice,Kharif,2.55
Karnataka,Bagalkot,2013 - 2014,Rice,Kharif,2.96
Karnataka,Bagalkot,2014 - 2015,Rice,Kharif,3.04
Karnataka,Bagalkot,2015 - 2016,Rice,Kharif,2.72
Karnataka,Bagalkot,2016 - 2017,Rice,Kharif,2.76
Karnataka,Bagalkot,2018 - 2019,Rice,Kharif,2.85
Karnataka,Bagalkot,2019 - 2020,Rice,Kharif,3.21
Karnataka,Bagalkot,2020 - 2021,Rice,Kharif,3.3
Karnataka,rural,2010 - 2011,Rice,Kharif,2.93
Karnataka,rural,2011 - 2012,Rice,Kharif,3.31
Karnataka,rural,2012 - 2013,Rice,Kharif,2.9
Karnataka,rural,2013 - 2014,Rice,Kharif,3.21
Karnataka,rural,2014 - 2015,Rice,Kharif,3.5
Karnataka,rural,2015 - 2016,Rice,Kharif,2.63
Karnataka,rural,2016 - 2017,Rice,Kharif,2.62
Karnataka,rural,2017 - 2018,Rice,Kharif,2.84
Karnataka,rural,2018 - 2019,Rice,Kharif,2.97
Karnataka,rural,2019 - 2020,Rice,Kharif,2.91
Karnataka,rural,2020 - 2021,Rice,Kharif,3.06
Karnataka,Belgaum,2010 - 2011,Rice,Kharif,2.04
Karnataka,Belgaum,2011 - 2012,Rice,Kharif,2.33
Karnataka,Belgaum,2012 - 2013,Rice,Kharif,1.49
Karnataka,Belgaum,2013 - 2014,Rice,Kharif,2.11
Karnataka,Belgaum,2014 - 2015,Rice,Kharif,2.95
Karnataka,Belgaum,2015 - 2016,Rice,Kharif,0.66
Karnataka,Belgaum,2016 - 2017,Rice,Kharif,1.89
Karnataka,Belgaum,2017 - 2018,Rice,Kharif,2.3
Karnataka,Belgaum,2018 - 2019,Rice,Kharif,2.52
Karnataka,Belgaum,2019 - 2020,Rice,Kharif,2.51
Karnataka,Belgaum,2020 - 2021,Rice,Kharif,2.74
Karnataka,Bellary,2010 - 2011,Rice,Kharif,3.82
Karnataka,Bellary,2011 - 2012,Rice,Kharif,3.74
Karnataka,Bellary,2012 - 2013,Rice,Kharif,3.71
Karnataka,Bellary,2013 - 2014,Rice,Kharif,3.83
Karnataka,Bellary,2014 - 2015,Rice,Kharif,3.69
Karnataka,Bellary,2015 - 2016,Rice,Kharif,3.75
Karnataka,Bellary,2016 - 2017,Rice,Kharif,3.93
Karnataka,Bellary,2017 - 2018,Rice,Kharif,4.23
Karnataka,Bellary,2018 - 2019,Rice,Kharif,4.04
Karnataka,Bellary,2019 - 2020,Rice,Kharif,4.34
Karnataka,Bellary,2020 - 2021,Rice,Kharif,4.43
Karnataka,urban,2010 - 2011,Rice,Kharif,2.85
Karnataka,urban,2011 - 2012,Rice,Kharif,3.44
Karnataka,urban,2012 - 2013,Rice,Kharif,3.09
Karnataka,urban,2013 - 2014,Rice,Kharif,3.54
Karnataka,urban,2014 - 2015,Rice,Kharif,3.55
Karnataka,urban,2015 - 2016,Rice,Kharif,3.03
Karnataka,urban,2016 - 2017,Rice,Kharif,3.22
Karnataka,urban,2017 - 2018,Rice,Kharif,3.21
Karnataka,urban,2018 - 2019,Rice,Kharif,3.71
Karnataka,urban,2019 - 2020,Rice,Kharif,3.91
Karnataka,urban,2020 - 2021,Rice,Kharif,3.92
Karnataka,Bidar,2010 - 2011,Rice,Kharif,0.98
Karnataka,Bidar,2011 - 2012,Rice,Kharif,0.9
Karnataka,Bidar,2012 - 2013,Rice,Kharif,0.99
Karnataka,Bidar,2013 - 2014,Rice,Kharif,1.55
Karnataka,Bidar,2014 - 2015,Rice,Kharif,0.96
Karnataka,Bidar,2015 - 2016,Rice,Kharif,0.85
Karnataka,Bidar,2016 - 2017,Rice,Kharif,1.2
Karnataka,Bidar,2017 - 2018,Rice,Kharif,1.86
Karnataka,Bidar,2018 - 2019,Rice,Kharif,0.72
Karnataka,Bidar,2019 - 2020,Rice,Kharif,1.12
Karnataka,Bidar,2020 - 2021,Rice,Kharif,1.11
Karnataka,Bijapur,2010 - 2011,Rice,Kharif,3.21
Karnataka,Bijapur,2011 - 2012,Rice,Kharif,3.22
Karnataka,Bijapur,2012 - 2013,Rice,Kharif,2.55
Karnataka,Bijapur,2013 - 2014,Rice,Kharif,2.96
Karnataka,Bijapur,2014 - 2015,Rice,Kharif,3.06
Karnataka,Bijapur,2015 - 2016,Rice,Kharif,2.71
Karnataka,Bijapur,2016 - 2017,Rice,Kharif,2.79
Karnataka,Bijapur,2017 - 2018,Rice,Kharif,2.87
Karnataka,Bijapur,2018 - 2019,Rice,Kharif,2.85
Karnataka,Bijapur,2019 - 2020,Rice,Kharif,3.2
Karnataka,Bijapur,2020 - 2021,Rice,Kharif,3.3
Karnataka,Chamarajanagar,2010 - 2011,Rice,Kharif,2.88
Karnataka,Chamarajanagar,2011 - 2012,Rice,Kharif,3.01
Karnataka,Chamarajanagar,2012 - 2013,Rice,Kharif,3.41
Karnataka,Chamarajanagar,2013 - 2014,Rice,Kharif,3.72
Karnataka,Chamarajanagar,2014 - 2015,Rice,Kharif,3.24
Karnataka,Chamarajanagar,2015 - 2016,Rice,Kharif,3.6
Karnataka,Chamarajanagar,2016 - 2017,Rice,Kharif,2.2
Karnataka,Chamarajanagar,2017 - 2018,Rice,Kharif,3.71
Karnataka,Chamarajanagar,2018 - 2019,Rice,Kharif,3.56
Karnataka,Chamarajanagar,2019 - 2020,Rice,Kharif,3.43
Karnataka,Chamarajanagar,2020 - 2021,Rice,Kharif,3.05
Karnataka,Chikballapur,2010 - 2011,Rice,Kharif,3.28
Karnataka,Chikballapur,2011 - 2012,Rice,Kharif,2.96
Karnataka,Chikballapur,2012 - 2013,Rice,Kharif,2.8
Karnataka,Chikballapur,2013 - 2014,Rice,Kharif,2.86
Karnataka,Chikballapur,2014 - 2015,Rice,Kharif,2.38
Karnataka,Chikballapur,2015 - 2016,Rice,Kharif,2.75
Karnataka,Chikballapur,2016 - 2017,Rice,Kharif,2.48
Karnataka,Chikballapur,2017 - 2018,Rice,Kharif,3.31
Karnataka,Chikballapur,2018 - 2019,Rice,Kharif,3.13
Karnataka,Chikballapur,2019 - 2020,Rice,Kharif,3.33
Karnataka,Chikballapur,2020 - 2021,Rice,Kharif,3.24
Karnataka,Chikmagalur,2010 - 2011,Rice,Kharif,2.74
Karnataka,Chikmagalur,2011 - 2012,Rice,Kharif,2.71
